timestamp,src_ip,query_domain,query_type,response_code
2025-03-01T06:57:16Z,10.0.1.10,npmjs.org,A,NOERROR
2025-03-01T06:57:52Z,10.0.1.15,update.windows.com,A,NOERROR
2025-03-01T07:01:23Z,10.0.1.6,pypi.org,A,NOERROR
2025-03-01T07:03:46Z,10.0.1.12,update.windows.com,A,NOERROR
2025-03-01T07:04:28Z,10.0.1.12,pypi.org,A,NOERROR
2025-03-01T07:06:36Z,10.0.1.15,docs.python.org,A,NOERROR
2025-03-01T07:07:57Z,10.0.1.12,pypi.org,A,NOERROR
2025-03-01T07:09:04Z,10.0.1.10,cdn.cloudflare.com,A,NOERROR
2025-03-01T07:10:28Z,10.0.1.4,www.google.com,A,NOERROR
2025-03-01T07:14:21Z,10.0.1.13,update.windows.com,A,NOERROR
2025-03-01T07:15:41Z,10.0.1.10,mail.microsoft.com,A,NOERROR
2025-03-01T07:18:58Z,10.0.1.15,update.windows.com,A,NOERROR
2025-03-01T07:20:14Z,10.0.1.9,www.google.com,A,NOERROR
2025-03-01T07:22:39Z,10.0.1.9,office365.com,A,NOERROR
2025-03-01T07:25:06Z,10.0.1.2,www.google.com,A,NOERROR
2025-03-01T07:33:31Z,10.0.1.14,mail.microsoft.com,A,NOERROR
2025-03-01T07:35:08Z,10.0.1.5,slack.com,A,NOERROR
2025-03-01T07:36:57Z,10.0.1.7,npmjs.org,A,NOERROR
2025-03-01T07:37:23Z,10.0.1.5,docs.python.org,A,NOERROR
2025-03-01T07:38:46Z,10.0.1.2,icloud.com,A,NOERROR
2025-03-01T07:42:32Z,10.0.1.2,mail.microsoft.com,A,NOERROR
2025-03-01T07:42:32Z,10.0.1.3,www.google.com,A,NOERROR
2025-03-01T07:46:25Z,10.0.1.11,icloud.com,A,NOERROR
2025-03-01T07:46:38Z,10.0.1.8,zoom.us,A,NOERROR
2025-03-01T07:47:26Z,10.0.1.8,api.stripe.com,A,NOERROR
2025-03-01T07:50:10Z,10.0.1.14,slack.com,A,NOERROR
2025-03-01T07:53:13Z,10.0.1.1,zoom.us,A,NOERROR
2025-03-01T07:54:29Z,10.0.1.4,api.stripe.com,A,NOERROR
2025-03-01T07:56:50Z,10.0.1.13,docs.python.org,A,NOERROR
2025-03-01T07:59:04Z,10.0.1.4,docs.python.org,A,NOERROR
2025-03-01T08:01:39Z,10.0.1.15,npmjs.org,A,NOERROR
2025-03-01T08:03:45Z,10.0.1.14,pypi.org,A,NOERROR
2025-03-01T08:05:10Z,10.0.1.3,cdn.cloudflare.com,A,NOERROR
2025-03-01T08:05:18Z,10.0.1.11,fonts.googleapis.com,A,NOERROR
2025-03-01T08:06:42Z,10.0.1.13,cdn.cloudflare.com,A,NOERROR
2025-03-01T08:10:35Z,10.0.1.9,www.google.com,A,NOERROR
2025-03-01T08:12:35Z,10.0.1.4,slack.com,A,NOERROR
2025-03-01T08:23:42Z,10.0.1.5,mail.microsoft.com,A,NOERROR
2025-03-01T08:25:03Z,10.0.1.10,npmjs.org,A,NOERROR
2025-03-01T08:27:41Z,10.0.1.2,slack.com,A,NOERROR
2025-03-01T08:29:52Z,10.0.1.15,npmjs.org,A,NOERROR
2025-03-01T08:30:11Z,10.0.1.10,api.stripe.com,A,NOERROR
2025-03-01T08:30:31Z,10.0.1.1,npmjs.org,A,NOERROR
2025-03-01T08:31:03Z,10.0.1.15,api.stripe.com,A,NOERROR
2025-03-01T08:31:33Z,10.0.1.4,fonts.googleapis.com,A,NOERROR
2025-03-01T08:32:26Z,10.0.1.11,www.google.com,A,NOERROR
2025-03-01T08:33:50Z,10.0.1.9,zoom.us,A,NOERROR
2025-03-01T08:36:19Z,10.0.1.1,office365.com,A,NOERROR
2025-03-01T08:37:55Z,10.0.1.6,update.windows.com,A,NOERROR
2025-03-01T08:38:09Z,10.0.1.5,cdn.cloudflare.com,A,NOERROR
2025-03-01T08:39:23Z,10.0.1.9,fonts.googleapis.com,A,NOERROR
2025-03-01T08:39:46Z,10.0.1.4,pypi.org,A,NOERROR
2025-03-01T08:43:00Z,10.0.1.12,docs.python.org,A,NOERROR
2025-03-01T08:48:35Z,10.0.1.2,fonts.googleapis.com,A,NOERROR
2025-03-01T08:48:51Z,10.0.1.6,www.google.com,A,NOERROR
2025-03-01T08:49:18Z,10.0.1.14,npmjs.org,A,NOERROR
2025-03-01T08:50:56Z,10.0.1.11,icloud.com,A,NOERROR
2025-03-01T08:52:59Z,10.0.1.8,npmjs.org,A,NOERROR
2025-03-01T08:53:38Z,10.0.1.10,office365.com,A,NOERROR
2025-03-01T08:54:45Z,10.0.1.7,api.stripe.com,A,NOERROR
2025-03-01T08:55:01Z,10.0.1.13,pypi.org,A,NOERROR
2025-03-01T08:55:05Z,10.0.1.3,npmjs.org,A,NOERROR
2025-03-01T09:01:27Z,10.0.1.12,cdn.cloudflare.com,A,NOERROR
2025-03-01T09:02:22Z,10.0.1.10,icloud.com,A,NOERROR
2025-03-01T09:05:36Z,10.0.1.14,fonts.googleapis.com,A,NOERROR
2025-03-01T09:06:06Z,10.0.1.5,pypi.org,A,NOERROR
2025-03-01T09:06:44Z,10.0.1.3,www.google.com,A,NOERROR
2025-03-01T09:08:11Z,10.0.1.4,mail.microsoft.com,A,NOERROR
2025-03-01T09:10:06Z,10.0.1.11,npmjs.org,A,NOERROR
2025-03-01T09:12:06Z,10.0.1.14,api.stripe.com,A,NOERROR
2025-03-01T09:13:29Z,10.0.1.11,api.stripe.com,A,NOERROR
2025-03-01T09:16:39Z,10.0.1.2,api.stripe.com,A,NOERROR
2025-03-01T09:22:23Z,10.0.1.8,icloud.com,A,NOERROR
2025-03-01T09:24:26Z,10.0.1.15,npmjs.org,A,NOERROR
2025-03-01T09:33:22Z,10.0.1.3,www.google.com,A,NOERROR
2025-03-01T09:34:38Z,10.0.1.11,mail.microsoft.com,A,NOERROR
2025-03-01T09:36:54Z,10.0.1.7,npmjs.org,A,NOERROR
2025-03-01T09:40:29Z,10.0.1.12,pypi.org,A,NOERROR
2025-03-01T09:42:46Z,10.0.1.15,api.github.com,A,NOERROR
2025-03-01T09:43:03Z,10.0.1.1,api.stripe.com,A,NOERROR
2025-03-01T09:43:07Z,10.0.1.15,slack.com,A,NOERROR
2025-03-01T09:43:23Z,10.0.1.13,update.windows.com,A,NOERROR
2025-03-01T09:44:36Z,10.0.1.7,cdn.cloudflare.com,A,NOERROR
2025-03-01T09:45:24Z,10.0.1.9,zoom.us,A,NOERROR
2025-03-01T09:45:32Z,10.0.1.3,update.windows.com,A,NOERROR
2025-03-01T09:47:41Z,10.0.1.7,docs.python.org,A,NOERROR
2025-03-01T09:48:05Z,10.0.1.6,api.github.com,A,NOERROR
2025-03-01T09:48:52Z,10.0.1.12,npmjs.org,A,NOERROR
2025-03-01T09:50:50Z,10.0.1.4,fonts.googleapis.com,A,NOERROR
2025-03-01T09:51:20Z,10.0.1.5,docs.python.org,A,NOERROR
2025-03-01T09:52:19Z,10.0.1.10,pypi.org,A,NOERROR
2025-03-01T09:52:22Z,10.0.1.1,fonts.googleapis.com,A,NOERROR
2025-03-01T09:53:20Z,10.0.1.8,office365.com,A,NOERROR
2025-03-01T09:54:34Z,10.0.1.14,api.github.com,A,NOERROR
2025-03-01T09:55:55Z,10.0.1.8,api.github.com,A,NOERROR
2025-03-01T09:56:30Z,10.0.1.13,zoom.us,A,NOERROR
2025-03-01T09:59:51Z,10.0.1.10,office365.com,A,NOERROR
2025-03-01T10:02:21Z,10.0.1.12,icloud.com,A,NOERROR
2025-03-01T10:03:56Z,10.0.1.9,fonts.googleapis.com,A,NOERROR
2025-03-01T10:09:14Z,10.0.1.9,docs.python.org,A,NOERROR
2025-03-01T10:09:46Z,10.0.1.10,api.github.com,A,NOERROR
2025-03-01T10:10:17Z,10.0.1.12,pypi.org,A,NOERROR
2025-03-01T10:15:22Z,10.0.1.11,cdn.cloudflare.com,A,NOERROR
2025-03-01T10:17:44Z,10.0.1.5,www.google.com,A,NOERROR
2025-03-01T10:18:15Z,10.0.1.1,zoom.us,A,NOERROR
2025-03-01T10:19:42Z,10.0.1.2,zoom.us,A,NOERROR
2025-03-01T10:20:33Z,10.0.1.1,cdn.cloudflare.com,A,NOERROR
2025-03-01T10:20:48Z,10.0.1.9,update.windows.com,A,NOERROR
2025-03-01T10:20:49Z,10.0.1.15,update.windows.com,A,NOERROR
2025-03-01T10:25:36Z,10.0.1.8,docs.python.org,A,NOERROR
2025-03-01T10:25:43Z,10.0.1.11,update.windows.com,A,NOERROR
2025-03-01T10:28:17Z,10.0.1.15,docs.python.org,A,NOERROR
2025-03-01T10:28:50Z,10.0.1.1,zoom.us,A,NOERROR
2025-03-01T10:29:46Z,10.0.1.3,update.windows.com,A,NOERROR
2025-03-01T10:32:17Z,10.0.1.4,zoom.us,A,NOERROR
2025-03-01T10:33:45Z,10.0.1.7,zoom.us,A,NOERROR
2025-03-01T10:35:33Z,10.0.1.5,mail.microsoft.com,A,NOERROR
2025-03-01T10:37:07Z,10.0.1.14,fonts.googleapis.com,A,NOERROR
2025-03-01T10:40:28Z,10.0.1.13,mail.microsoft.com,A,NOERROR
2025-03-01T10:42:58Z,10.0.1.14,slack.com,A,NOERROR
2025-03-01T10:45:19Z,10.0.1.3,mail.microsoft.com,A,NOERROR
2025-03-01T10:50:28Z,10.0.1.8,icloud.com,A,NOERROR
2025-03-01T10:50:57Z,10.0.1.15,www.google.com,A,NOERROR
2025-03-01T10:51:58Z,10.0.1.2,npmjs.org,A,NOERROR
2025-03-01T10:53:27Z,10.0.1.7,update.windows.com,A,NOERROR
2025-03-01T10:54:35Z,10.0.1.6,cdn.cloudflare.com,A,NOERROR
2025-03-01T10:56:01Z,10.0.1.7,update.windows.com,A,NOERROR
2025-03-01T10:56:15Z,10.0.1.2,mail.microsoft.com,A,NOERROR
2025-03-01T10:58:11Z,10.0.1.3,api.github.com,A,NOERROR
2025-03-01T11:00:01Z,10.0.1.5,pypi.org,A,NOERROR
2025-03-01T11:00:01Z,10.0.1.7,zoom.us,A,NOERROR
2025-03-01T11:05:04Z,10.0.1.1,pypi.org,A,NOERROR
2025-03-01T11:06:34Z,10.0.1.10,update.windows.com,A,NOERROR
2025-03-01T11:06:45Z,10.0.1.5,npmjs.org,A,NOERROR
2025-03-01T11:08:08Z,10.0.1.1,update.windows.com,A,NOERROR
2025-03-01T11:16:56Z,10.0.1.4,fonts.googleapis.com,A,NOERROR
2025-03-01T11:20:44Z,10.0.1.6,fonts.googleapis.com,A,NOERROR
2025-03-01T11:20:53Z,10.0.1.11,api.github.com,A,NOERROR
2025-03-01T11:24:38Z,10.0.1.13,cdn.cloudflare.com,A,NOERROR
2025-03-01T11:24:45Z,10.0.1.1,pypi.org,A,NOERROR
2025-03-01T11:25:20Z,10.0.1.15,api.stripe.com,A,NOERROR
2025-03-01T11:26:40Z,10.0.1.3,cdn.cloudflare.com,A,NOERROR
2025-03-01T11:27:12Z,10.0.1.12,www.google.com,A,NOERROR
2025-03-01T11:27:52Z,10.0.1.9,fonts.googleapis.com,A,NOERROR
2025-03-01T11:28:33Z,10.0.1.4,icloud.com,A,NOERROR
2025-03-01T11:31:34Z,10.0.1.13,icloud.com,A,NOERROR
2025-03-01T11:33:29Z,10.0.1.14,zoom.us,A,NOERROR
2025-03-01T11:37:33Z,10.0.1.6,www.google.com,A,NOERROR
2025-03-01T11:40:05Z,10.0.1.5,api.stripe.com,A,NOERROR
2025-03-01T11:40:56Z,10.0.1.9,office365.com,A,NOERROR
2025-03-01T11:41:12Z,10.0.1.13,docs.python.org,A,NOERROR
2025-03-01T11:44:07Z,10.0.1.6,npmjs.org,A,NOERROR
2025-03-01T11:48:37Z,10.0.1.8,pypi.org,A,NOERROR
2025-03-01T11:48:42Z,10.0.1.9,slack.com,A,NOERROR
2025-03-01T11:48:56Z,10.0.1.11,zoom.us,A,NOERROR
2025-03-01T11:53:45Z,10.0.1.2,mail.microsoft.com,A,NOERROR
2025-03-01T11:54:34Z,10.0.1.8,npmjs.org,A,NOERROR
2025-03-01T11:55:36Z,10.0.1.7,icloud.com,A,NOERROR
2025-03-01T11:57:44Z,10.0.1.10,www.google.com,A,NOERROR
2025-03-01T11:58:11Z,10.0.1.12,fonts.googleapis.com,A,NOERROR
2025-03-01T12:07:21Z,10.0.1.5,icloud.com,A,NOERROR
2025-03-01T12:10:36Z,10.0.1.14,zoom.us,A,NOERROR
2025-03-01T12:16:52Z,10.0.1.11,www.google.com,A,NOERROR
2025-03-01T12:18:21Z,10.0.1.13,cdn.cloudflare.com,A,NOERROR
2025-03-01T12:24:45Z,10.0.1.12,npmjs.org,A,NOERROR
2025-03-01T12:24:47Z,10.0.1.3,api.github.com,A,NOERROR
2025-03-01T12:27:54Z,10.0.1.6,office365.com,A,NOERROR
2025-03-01T12:30:24Z,10.0.1.13,mail.microsoft.com,A,NOERROR
2025-03-01T12:32:59Z,10.0.1.15,update.windows.com,A,NOERROR
2025-03-01T12:33:34Z,10.0.1.10,update.windows.com,A,NOERROR
